"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","TG","TC","COSC","OV15","OV25","OV35","TY","TR","matchid","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"110","I1",2022-10-24,"Sassuolo","Verona",2,1,"H",1,1,"D",1.99,3.75,3.92,"1-1","2-1",14,3,13,5,1,3,0,0,4,5,3,9,"4-5","Y","Y","N",4,0,"Sassuolo-Verona",108,3,78,40,300,120,360,3120,27,234,702,972,1080
"119","I1",2022-10-31,"Verona","Roma",1,3,"A",1,1,"D",4.52,3.61,1.9,"1-1","1-3",7,3,14,6,3,1,1,0,2,4,4,6,"2-4","Y","Y","Y",4,1,"Verona-Roma",249,4,203,65,550,260,390,13195,24,812,1218,1494,1560
"127","I1",2022-11-06,"Monza","Verona",2,0,"H",0,0,"D",2.25,3.44,3.47,"0-0","2-0",14,3,7,2,3,1,0,1,5,2,2,7,"5-2","Y","N","N",4,1,"Monza-Verona",158,2,58,65,1050,130,455,3770,14,116,406,1106,910
"139","I1",2022-11-10,"Verona","Juventus",0,1,"A",0,0,"D",5.63,3.82,1.71,"0-0","0-1",15,2,11,3,3,2,0,1,5,4,1,9,"5-4","N","N","N",5,1,"Verona-Juventus",60,1,18,75,1350,75,675,1350,9,18,162,540,675
"148","I1",2022-11-13,"Verona","Spezia",1,2,"A",1,0,"H",2.14,3.54,3.66,"1-0","1-2",18,5,16,9,2,4,0,0,2,10,3,12,"2-10","Y","Y","N",6,0,"Verona-Spezia",152,3,43,60,800,180,720,2580,36,129,516,1824,2160
"154","I1",2023-01-04,"Torino","Verona",1,1,"D",0,1,"A",1.85,3.69,4.68,"0-1","1-1",9,3,10,2,1,1,0,0,6,3,2,9,"6-3","Y","N","N",2,0,"Torino-Verona",109,2,78,20,100,40,180,1560,18,156,702,981,360
"169","I1",2023-01-09,"Verona","Cremonese",2,0,"H",2,0,"H",2.09,3.39,4,"2-0","2-0",9,4,15,5,3,4,0,0,3,5,2,8,"3-5","Y","N","N",7,0,"Verona-Cremonese",35,2,16,70,1200,140,560,1120,16,32,128,280,1120
"174","I1",2023-01-14,"Inter","Verona",1,0,"H",1,0,"H",1.31,6.24,9.9,"1-0","1-0",11,3,6,1,0,3,0,0,3,4,1,7,"3-4","N","N","N",3,0,"Inter-Verona",3,1,10,30,0,30,210,300,7,10,70,21,210
"181","I1",2023-01-21,"Verona","Lecce",2,0,"H",1,0,"H",2.46,3.07,3.44,"1-0","2-0",11,4,9,3,3,0,0,0,5,4,2,9,"5-4","Y","N","N",3,0,"Verona-Lecce",94,2,37,30,0,60,270,1110,18,74,333,846,540
"200","I1",2023-01-30,"Udinese","Verona",1,1,"D",1,1,"D",1.89,3.67,4.49,"1-1","1-1",26,8,10,2,1,3,0,0,14,6,2,20,"14-6","Y","N","N",4,0,"Udinese-Verona",25,2,74,40,300,80,800,2960,40,148,1480,500,1600
"208","I1",2023-02-06,"Verona","Lazio",1,1,"D",0,1,"A",4,3.57,2.03,"0-1","1-1",15,4,9,2,4,1,0,0,6,5,2,11,"6-5","Y","N","N",5,0,"Verona-Lazio",96,2,35,50,400,100,550,1750,22,70,385,1056,1100
"7","I1",2022-08-14,"Salernitana","Roma",0,1,"A",0,1,"A",6.65,4.79,1.5,"0-1","0-1",13,2,20,5,3,2,0,0,4,2,1,6,"4-2","N","N","N",5,0,"Salernitana-Roma",33,1,4,50,600,50,300,200,6,4,24,198,300
"12","I1",2022-08-20,"Udinese","Salernitana",0,0,"D",0,0,"D",1.77,3.95,4.86,"0-0","0-0",15,2,17,6,2,4,1,0,6,6,0,12,"6-6","N","N","N",6,1,"Udinese-Salernitana",0,0,0,85,1800,0,1020,0,0,0,0,0,0
"27","I1",2022-08-28,"Salernitana","Sampdoria",4,0,"H",2,0,"H",2.53,3.21,3.18,"2-0","4-0",9,6,17,6,2,2,0,0,6,3,4,9,"6-3","Y","Y","Y",4,0,"Salernitana-Sampdoria",149,4,59,40,400,160,360,2360,36,236,531,1341,1440
"40","I1",2022-09-01,"Bologna","Salernitana",1,1,"D",0,0,"D",1.91,3.6,4.49,"0-0","1-1",11,4,20,4,2,2,0,0,1,8,2,9,"1-8","Y","N","N",4,0,"Bologna-Salernitana",140,2,38,40,400,80,360,1520,18,76,342,1260,720
"49","I1",2022-09-05,"Salernitana","Empoli",2,2,"D",1,1,"D",2.28,3.47,3.39,"1-1","2-2",15,4,11,5,3,2,0,0,6,7,4,13,"6-7","Y","Y","Y",5,0,"Salernitana-Empoli",212,4,75,50,600,200,650,3750,52,300,975,2756,2600
"59","I1",2022-09-11,"Juventus","Salernitana",2,2,"D",0,2,"A",1.44,4.86,8.08,"0-2","2-2",22,7,11,5,5,4,2,1,8,2,4,10,"8-2","Y","Y","Y",9,3,"Juventus-Salernitana",204,4,208,165,6500,660,1650,34320,40,832,2080,2040,6600
"61","I1",2022-09-16,"Salernitana","Lecce",1,2,"A",0,1,"A",2.3,3.35,3.46,"0-1","1-2",8,4,13,4,1,3,0,0,4,5,3,9,"4-5","Y","Y","N",4,0,"Salernitana-Lecce",181,3,120,40,300,120,360,4800,27,360,1080,1629,1080
"77","I1",2022-10-02,"Sassuolo","Salernitana",5,0,"H",2,0,"H",2.12,3.68,3.57,"2-0","5-0",17,11,6,1,1,1,0,0,1,2,5,3,"1-2","Y","Y","Y",2,0,"Sassuolo-Salernitana",270,5,122,20,100,100,60,2440,15,610,366,810,300
"861","I1",2022-10-09,"Salernitana","Verona",2,1,"H",1,0,"H",2.5,3.47,2.99,"1-0","2-1",14,4,12,2,3,3,1,1,1,6,3,7,"1-6","Y","Y","N",6,2,"Salernitana-Verona",164,3,157,110,3025,330,770,17270,21,471,1099,1148,2310
"94","I1",2022-10-16,"Inter","Salernitana",2,0,"H",1,0,"H",1.29,5.99,10.99,"1-0","2-0",16,6,8,3,0,1,0,0,6,4,2,10,"6-4","Y","N","N",1,0,"Inter-Salernitana",72,2,33,10,0,20,100,330,20,66,330,720,200
"102","I1",2022-10-22,"Salernitana","Spezia",1,0,"H",0,0,"D",2.04,3.59,3.94,"0-0","1-0",17,4,14,2,2,4,0,0,4,7,1,11,"4-7","N","N","N",6,0,"Salernitana-Spezia",48,1,30,60,800,60,660,1800,11,30,330,528,660
"117","I1",2022-10-30,"Lazio","Salernitana",1,3,"A",1,0,"H",1.5,4.68,6.98,"1-0","1-3",13,4,10,6,3,3,0,0,4,5,4,9,"4-5","Y","Y","Y",6,0,"Lazio-Salernitana",236,4,153,60,900,240,540,9180,36,612,1377,2124,2160
"123","I1",2022-11-05,"Salernitana","Cremonese",2,2,"D",2,1,"H",2.23,3.47,3.49,"2-1","2-2",11,2,11,5,2,2,0,0,2,2,4,4,"2-2","Y","Y","Y",4,0,"Salernitana-Cremonese",142,4,203,40,400,160,160,8120,16,812,812,568,640
"136","I1",2022-11-09,"Fiorentina","Salernitana",2,1,"H",1,0,"H",1.56,4.45,6.17,"1-0","2-1",18,7,4,1,0,1,0,0,4,3,3,7,"4-3","Y","Y","N",1,0,"Fiorentina-Salernitana",151,3,41,10,0,30,70,410,21,123,287,1057,210
"146","I1",2022-11-13,"Monza","Salernitana",3,0,"H",2,0,"H",2.15,3.39,3.81,"2-0","3-0",19,7,5,0,0,2,0,1,6,1,3,7,"6-1","Y","Y","N",2,1,"Monza-Salernitana",134,3,109,45,0,135,315,4905,21,327,763,938,945
"151","I1",2023-01-04,"Salernitana","Milan",1,2,"A",0,2,"A",6.95,4.56,1.51,"0-2","1-2",8,1,16,10,4,1,0,0,6,2,3,8,"6-2","Y","Y","N",5,0,"Salernitana-Milan",108,3,34,50,400,150,400,1700,24,102,272,864,1200
"164","I1",2023-01-08,"Salernitana","Torino",1,1,"D",0,1,"A",3.83,3.29,2.19,"0-1","1-1",11,4,23,8,2,3,0,0,6,7,2,13,"6-7","Y","N","N",5,0,"Salernitana-Torino",85,2,19,50,600,100,650,950,26,38,247,1105,1300
"178","I1",2023-01-15,"Atalanta","Salernitana",8,2,"H",5,1,"H",1.41,5.26,8.04,"5-1","8-2",19,13,7,2,1,0,0,0,5,2,10,7,"5-2","Y","Y","Y",1,0,"Atalanta-Salernitana",393,10,202,10,0,100,70,2020,70,2020,1414,2751,700
"182","I1",2023-01-21,"Salernitana","Napoli",0,2,"A",0,1,"A",9.36,5.7,1.34,"0-1","0-2",5,2,9,4,2,2,0,0,3,4,2,7,"3-4","Y","N","N",4,0,"Salernitana-Napoli",93,2,0,40,400,80,280,0,14,0,0,651,560
"192","I1",2023-01-27,"Lecce","Salernitana",1,2,"A",1,2,"A",1.85,3.52,5.01,"1-2","1-2",15,5,10,6,2,4,0,0,4,4,3,8,"4-4","Y","Y","N",6,0,"Lecce-Salernitana",48,3,66,60,800,180,480,3960,24,198,528,384,1440
"42","I1",2023-01-27,"Lecce","Salernitana",1,2,"A",1,2,"A",1.85,3.52,5.01,"1-2","1-2",15,5,10,6,2,4,0,0,4,4,3,8,"4-4","Y","Y","N",6,0,"Lecce-Salernitana",130.853658536585,2.80487804878049,66.2926829268293,54.0243902439024,842.682926829268,142.439024390244,528.780487804878,3996.82926829268,25.6829268292683,244.975609756098,564.90243902439,1181.24390243902,1349.26829268293
